,Tempi,Vout (RC=1),Vout (RC=0.1),Vout (RC=0.01)
327,3.27,0.13371369672736538,-0.8655950739497942,-1.0000000000000393
328,3.2800000000000002,0.12243305539085209,-0.8783853931771064,-1.000000000000039
329,3.29,0.1112646577966993,-0.889958553027419,-1.0000000000000389
330,3.3000000000000003,0.10020738741609582,-0.9004303806396544,-1.0000000000000386
331,3.31,0.08926013892496379,-0.9099056829493835,-1.0000000000000384
332,3.3200000000000003,0.0784218180947296,-0.9184792907770681,-1.0000000000000382
333,3.33,0.06769134151780756,-0.92623701136342,-1.0000000000000382
334,3.34,0.057067635584074204,-0.9332564875645293,-1.000000000000038
335,3.35,0.04654963777999669,-0.939607972272061,-1.0000000000000377
336,3.36,0.036136296220372,-0.9453550321432664,-1.0000000000000375
337,3.37,0.02582656938934493,-0.9505551876119809,-1.0000000000000373
338,3.38,0.015619426017396474,-0.9552604828615654,-1.000000000000037
339,3.39,0.005513844958324856,-0.9595180105619672,-1.000000000000037
340,3.4,-0.004491184755768096,-0.9633703806619143,-1.0000000000000369
341,3.41,-0.014396662861522948,-0.9668561495366305,-1.0000000000000366
342,3.42,-0.02420357971075259,-0.9700102033448695,-1.0000000000000364
343,3.43,-0.03391291601023935,-0.9728641095847674,-1.0000000000000362
344,3.44,-0.0435256427339257,-0.9754464307249063,-1.000000000000036
345,3.45,-0.05304272122868327,-0.9777830116676697,-1.0000000000000357
346,3.46,-0.06246510332007486,-0.979897237262355,-1.0000000000000357
347,3.47,-0.07179373136738043,-0.9818102678783673,-1.0000000000000355
348,3.48,-0.0810295379674343,-0.9835412495007336,-1.0000000000000353
349,3.49,-0.09017344662117716,-0.9851075065995537,-1.000000000000035
350,3.5,-0.09922637173521279,-0.9865247145451664,-1.0000000000000349
351,3.5100000000000002,-0.10818921864865824,-0.9878070574132654,-1.0000000000000346
352,3.52,-0.11706288373312954,-0.9889673691037825,-1.0000000000000346
353,3.5300000000000002,-0.12584825449273396,-0.9900172626527705,-1.0000000000000344
354,3.54,-0.13454620961535677,-0.9909672456004028,-1.0000000000000342
355,3.5500000000000003,-0.14315761860731824,-0.9918268257926778,-1.000000000000034
356,3.56,-0.15168334251126303,-0.992604606022596,-1.0000000000000338
357,3.5700000000000003,-0.16012423391698954,-0.9933083707067113,-1.0000000000000335
358,3.58,-0.1684811369612871,-0.993945162818929,-1.0000000000000333
359,3.59,-0.1767548874213299,-0.9945213562715143,-1.0000000000000333
360,3.6,-0.18494631280806711,-0.9950427182369396,-1.000000000000033
361,3.61,-0.19305623230739521,-0.995514466127287,-1.0000000000000329
362,3.62,-0.201085456934779,-0.9959413217304001,-1.0000000000000326
363,3.63,-0.20903478928124927,-0.9963275572000477,-1.0000000000000324
364,3.64,-0.21690502431569542,-0.9966770365891429,-1.0000000000000322
365,3.65,-0.22469694911395735,-0.9969932591373649,-1.0000000000000322
366,3.66,-0.23241134294958565,-0.9972793884399781,-1.000000000000032
367,3.67,-0.24004897738367625,-0.9975382893438655,-1.0000000000000318
368,3.68,-0.24761061630202919,-0.9977725522738676,-1.0000000000000315
369,3.69,-0.25509701531647255,-0.997984522228464,-1.0000000000000313
370,3.7,-0.26250892283092514,-0.9981763205834826,-1.000000000000031
371,3.71,-0.2698470800220026,-0.9983498666814805,-1.0000000000000309
372,3.72,-0.2771122207252099,-0.9985068979131125,-1.0000000000000309
373,3.73,-0.28430507151390944,-0.9986489855664176,-1.0000000000000306
374,3.74,-0.29142635177718096,-0.9987775525777233,-1.0000000000000304
375,3.75,-0.29847677379656384,-0.9988938840543319,-1.0000000000000302
376,3.7600000000000002,-0.3054570428216916,-0.9989991450480697,-1.00000000000003
377,3.77,-0.31236785714480836,-0.9990943892268878,-1.0000000000000298
378,3.7800000000000002,-0.319209908174178,-0.9991805693121873,-1.0000000000000298
379,3.79,-0.3259838805063748,-0.9992585487364645,-1.0000000000000295
380,3.8000000000000003,-0.33269045199746694,-0.9993291071643556,-1.0000000000000293
381,3.81,-0.33933029320783986,-0.9993929512235117,-1.000000000000029
382,3.8200000000000003,-0.345904067411682,-0.9994507198227947,-1.0000000000000289
383,3.83,-0.35241243203279143,-0.9995029906326355,-1.0000000000000286
384,3.84,-0.35885603794082216,-0.999550287428244,-1.0000000000000284
385,3.85,-0.36523552949770627,-0.9995930831953902,-1.0000000000000284
386,3.86,-0.37155154461349,-0.9996318065218173,-1.0000000000000282
387,3.87,-0.37780471480075295,-0.9996668449236059,-1.000000000000028
388,3.88,-0.3839956652276039,-0.9996985487994576,-1.0000000000000278
389,3.89,-0.39012501476926204,-0.9997272357825558,-1.0000000000000275
390,3.9,-0.396193376058214,-0.999753192754666,-1.0000000000000273
391,3.91,-0.4022013555329563,-0.9997766799721757,-1.000000000000027
392,3.92,-0.40814955348531423,-0.9997979323528149,-1.000000000000027
393,3.93,-0.41403856418638846,-0.9998171616317415,-1.0000000000000269
394,3.94,-0.41986897686891705,-0.9998345604158114,-1.0000000000000266
395,3.95,-0.4256413754708666,-0.9998503031981615,-1.0000000000000264
396,3.96,-0.4313563387954308,-0.9998645482900139,-1.0000000000000262
397,3.97,-0.43701443845111543,-0.9998774374257516,-1.000000000000026
398,3.98,-0.4426162396286461,-0.9998890998021569,-1.000000000000026
399,3.99,-0.448162301263215,-0.9998996535470657,-1.0000000000000258
400,4.0,-0.4536531727936953,-0.9999091867776914,-1.0000000000000255
401,4.01,-0.4391890820529143,-0.8095926631566572,-1.0000000000000253
402,4.0200000000000005,-0.4248689114179853,-0.6373871562195986,-1.000000000000025
403,4.03,-0.4106912288606844,-0.48156916819190815,-1.0000000000000249
404,4.04,-0.39665461660187007,-0.34057922606284474,-1.0000000000000246
405,4.05,-0.3827576709686712,-0.21300625141501695,-1.0000000000000246
406,4.0600000000000005,-0.368999002121468,-0.09757343272979066,-1.0000000000000244
407,4.07,-0.35537723382636155,0.006874494729600021,-1.0000000000000242
408,4.08,-0.34189100390555777,0.1013828831484706,-1.000000000000024
409,4.09,-0.3285389638683319,0.18689760979764516,-1.0000000000000238
410,4.1,-0.3153197787510612,0.26427453370360193,-1.0000000000000235
411,4.11,-0.30223212697078766,0.33428807027291474,-1.0000000000000235
412,4.12,-0.28927470017878704,0.39763894110689657,-1.0000000000000233
413,4.13,-0.2764462027542783,0.45496117792997054,-1.000000000000023
414,4.14,-0.2637453515295509,0.5068284818807246,-1.0000000000000229
415,4.15,-0.2511708764031583,0.5537599589554635,-1.0000000000000226
416,4.16,-0.23872151980856463,0.5962253154845516,-1.0000000000000224
417,4.17,-0.2263960365527046,0.6346495590938204,-1.0000000000000222
418,4.18,-0.21419319365980605,0.669417252567573,-1.0000000000000222
419,4.19,-0.20211177021531987,0.700876361889779,-1.000000000000022
420,4.2,-0.19015055838304734,0.7293417421137699,-1.0000000000000218
421,4.21,-0.1783083628500821,0.755098285556407,-1.0000000000000215
422,4.22,-0.16658399937777968,0.7784037591666693,-1.0000000000000213
423,4.23,-0.15497629545677355,0.7994914256888198,-1.000000000000021
424,4.24,-0.143484090174572,0.8185723347640378,-1.000000000000021
425,4.25,-0.13210623408314393,0.8358374600196354,-1.0000000000000209
426,4.26,-0.12084158907609009,0.8514595909472072,-1.0000000000000207
427,4.2700000000000005,-0.10968902897956029,0.8655950787953597,-1.0000000000000204
428,4.28,-0.09864743886059574,0.878385398239006,-1.0000000000000202
429,4.29,-0.08771571454852528,0.8899585579097152,-1.00000000000002
430,4.3,-0.07689276282522804,0.9004303851675782,-1.0000000000000198
431,4.3100000000000005,-0.06617750130478461,0.9099056865057528,-1.0000000000000198
432,4.32,-0.05556885831313393,0.918479293584085,-1.0000000000000195
433,4.33,-0.04506577279152556,0.9262370134387998,-1.0000000000000193
434,4.34,-0.03466719469843414,0.933256487758445,-1.000000000000019
435,4.3500000000000005,-0.024372084335356137,0.9396079722478379,-1.0000000000000189
436,4.36,-0.014179412174034952,0.9453550325485757,-1.0000000000000187
437,4.37,-0.0040881588962117694,0.9505551885825896,-1.0000000000000187
438,4.38,0.005902684718774528,0.9552604836205911,-1.0000000000000184
439,4.39,0.015794117906392187,0.9595180112535578,-1.0000000000000182
440,4.4,0.025587129865085476,0.9633703809986337,-1.000000000000018
441,4.41,0.03528269989140955,0.9668561501005786,-1.0000000000000178
442,4.42,0.0448817972080533,0.9700102040166723,-1.0000000000000175
443,4.43,0.05438538176654657,0.9728641102820741,-1.0000000000000173
444,4.44,0.0637944039877235,0.9754464310287364,-1.0000000000000173
445,4.45,0.07310980487093269,0.9777830119558938,-1.000000000000017
446,4.46,0.08233251610215309,0.9798972375403435,-1.0000000000000169
447,4.47,0.09146346004592158,0.9818102682839752,-1.0000000000000167
448,4.48,0.10050354930792678,0.9835412498260621,-1.0000000000000164
449,4.49,0.10945368779746024,0.9851075068986435,-1.0000000000000162
450,4.5,0.11831477054215067,0.9865247146889479,-1.000000000000016
451,4.51,0.12708768369706394,0.9878070576063505,-1.000000000000016
452,4.5200000000000005,0.1357733046381099,0.9889673693112757,-1.0000000000000158
453,4.53,0.14437250205400193,0.9900172628902993,-1.0000000000000155
454,4.54,0.152886136036782,0.990967245735283,-1.0000000000000153
455,4.55,0.16131505817089525,0.9918268259159939,-1.000000000000015
456,4.5600000000000005,0.16966011162082711,0.9926046061213546,-1.0000000000000149
457,4.57,0.17792213121108486,0.9933083708819592,-1.0000000000000149
458,4.58,0.18610194293582683,0.9939451634801915,-1.0000000000000147
459,4.59,0.1942003645477418,0.9945213573279196,-1.0000000000000144
460,4.6000000000000005,0.2022182059251736,0.9950427190019585,-1.0000000000000142
461,4.61,0.21015626885910854,0.9955144666477459,-1.000000000000014
462,4.62,0.21801534712382342,0.9959413215275454,-1.0000000000000138
463,4.63,0.22579622654572784,0.9963275558234486,-1.0000000000000135
464,4.64,0.23349968507041163,0.9966770350265995,-1.0000000000000135
465,4.65,0.24112649282789386,0.9969932567005755,-1.0000000000000133
466,4.66,0.24867741219607015,0.9972793854681241,-1.000000000000013
467,4.67,0.25615319786236806,0.9975382860801455,-1.0000000000000129
468,4.68,0.26355459735252573,0.9977725492226216,-1.0000000000000127
469,4.69,0.27088235177612163,0.9979845193787379,-1.0000000000000124
470,4.7,0.2781371939915091,0.998176318358059,-1.0000000000000124
471,4.71,0.28531984949287914,0.9983498656974543,-1.0000000000000122
472,4.72,0.29243103653978075,0.9985068969459857,-1.000000000000012
473,4.73,0.2994714662247722,0.9986489850152999,-1.0000000000000118
474,4.74,0.30644184253996853,0.9987775513204521,-1.0000000000000115
